libellé métier,lien site onisep.fr,nom publication,collection,année,gencod,GFE,code ROME,libellé ROME,lien ROME
menuisier / menuisière,http://www.onisep.fr/http/redirection/metier/identifiant/10029,Les métiers de la forêt et du bois,Zoom,2017,9782273013635,M : Travail du bois,H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2202
analyste financier / financière,http://www.onisep.fr/http/redirection/metier/identifiant/10096,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",M1201,Analyse et ingénierie financière,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1201
chargé / chargée de clientèle banque,http://www.onisep.fr/http/redirection/metier/identifiant/10094,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",C1206,Gestion de clientèle bancaire,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1206
architecte naval / navale,http://www.onisep.fr/http/redirection/metier/identifiant/10391,,Fiches métiers / onisep.fr,,,F : Mécanique,H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
technicien / technicienne d'essais,http://www.onisep.fr/http/redirection/metier/identifiant/10388,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,F : Mécanique,H1504,Intervention technique en contrôle essai qualité en électricité et électronique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1504
plombier / plombière,http://www.onisep.fr/http/redirection/metier/identifiant/10027,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,C : Bâtiment,F1603,Installation d'équipements sanitaires et thermiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1603
chef / cheffe de rayon,http://www.onisep.fr/http/redirection/metier/identifiant/100270,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",D1502,Management/gestion de rayon produits alimentaires,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1502
chanteur / chanteuse,http://www.onisep.fr/http/redirection/metier/identifiant/10174,,Fiches métiers / onisep.fr,,,"V : Arts, spectacle, audiovisuel",L1202,Musique et chant,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1202
conducteur routier / conductrice routière,http://www.onisep.fr/http/redirection/metier/identifiant/10114,Les métiers du transport routier et de la logistique,Zoom sur les métiers,2018,9782273013659,"O : Transport, logistique",N4101,Conduite de transport de marchandises sur longue distance,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N4101
technicien / technicienne télécoms et réseaux,http://www.onisep.fr/http/redirection/metier/identifiant/10382,Les métiers de l'informatique,Parcours,2017,9782273013291,"H : Electricité, énergie, électronique",I1307,Installation et maintenance télécoms et courants faibles,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1307
architecte réseaux,http://www.onisep.fr/http/redirection/metier/identifiant/10381,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
technicien électronicien / technicienne électronicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10378,Les métiers de l'industrie aéronautique et spatiale,Parcours,2017,9782273013284,"H : Electricité, énergie, électronique",I1305,Installation et maintenance électronique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1305
ingénieur électronicien / ingénieure électronicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10377,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",H2502,Management et ingénierie de production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502
monteur / monteuse en réseaux de distribution électrique,http://www.onisep.fr/http/redirection/metier/identifiant/10375,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",F1605,Montage de réseaux électriques et télécoms,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1605
électromécanicien / électromécanicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10374,,Fiches métiers / onisep.fr,,,"H : Electricité, énergie, électronique",I1304,Installation et maintenance d'équipements industriels et d'exploitation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1304
aquaculteur / aquacultrice,http://www.onisep.fr/http/redirection/metier/identifiant/100319,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,"B : Pêche, Mer",A1404,Aquaculture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1404
maraîcher / maraîchère,http://www.onisep.fr/http/redirection/metier/identifiant/100320,,Fiches métiers / onisep.fr,,,A : Agriculture,A1414,Horticulture et maraîchage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1414
vendeur / vendeuse en animalerie,http://www.onisep.fr/http/redirection/metier/identifiant/100318,Les métiers de la jardinerie,Zoom,2017,9782273013604,"Q : Commerce, gestion, finances",D1210,Vente en animalerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1210
contrôleur / contrôleuse de performance,http://www.onisep.fr/http/redirection/metier/identifiant/100278,Les métiers auprès des animaux,Parcours,2015,9782273012287,A : Agriculture,A1302,Contrôle et diagnostic technique en agriculture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1302
sérigraphe,http://www.onisep.fr/http/redirection/metier/identifiant/10009,,Fiches métiers / onisep.fr,,,"N : Techniques graphiques, impression",E1301,Conduite de machines d'impression,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1301
technicien / technicienne qualité,http://www.onisep.fr/http/redirection/metier/identifiant/10321,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1503,Intervention technique en laboratoire d'analyse industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503
architecte,http://www.onisep.fr/http/redirection/metier/identifiant/10012,"Les métiers de l'architecture, de l'urbanisme et du paysage",Parcours,2017,9782273013253,C : Bâtiment,F1101,Architecture du BTP et du paysage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1101
urbaniste,http://www.onisep.fr/http/redirection/metier/identifiant/10013,"Les métiers de l'architecture, de l'urbanisme et du paysage",Parcours,2017,9782273013253,"T : Environnement, nettoyage, sécurité",K1802,Développement local,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1802
mécanicien-réparateur / mécanicienne-réparatrice en matériel agricole,http://www.onisep.fr/http/redirection/metier/identifiant/10360,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1603
soudeur / soudeuse,http://www.onisep.fr/http/redirection/metier/identifiant/10359,,Fiches métiers / onisep.fr,,,E : Travail des métaux,H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2906
soudeur / soudeuse,http://www.onisep.fr/http/redirection/metier/identifiant/10359,,Fiches métiers / onisep.fr,,,E : Travail des métaux,H2902,Chaudronnerie - tôlerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2902
déclarant / déclarante en douane,http://www.onisep.fr/http/redirection/metier/identifiant/10112,Les métiers du transport et de la logistique,Zoom sur les métiers,2018,9782273013659,"O : Transport, logistique",N1202,Gestion des opérations de circulation internationale des marchandises,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1202
ingénieur / ingénieure en mécanique,http://www.onisep.fr/http/redirection/metier/identifiant/10348,,Fiches métiers / onisep.fr,,,F : Mécanique,H2502,Management et ingénierie de production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502
conducteur / conductrice de ligne de production alimentaire,http://www.onisep.fr/http/redirection/metier/identifiant/10344,,Fiches métiers / onisep.fr,,,K : Production alimentaire,H2102,Conduite d'équipement de production alimentaire,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2102
régleur / régleuse,http://www.onisep.fr/http/redirection/metier/identifiant/100279,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H3202
éleveur / éleveuse,http://www.onisep.fr/http/redirection/metier/identifiant/100228,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1407,Élevage bovin ou équin,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1407
community manager,http://www.onisep.fr/http/redirection/metier/identifiant/100712,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"U : Communication, médias",E1101,Animation de site multimédia,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1101
vendeur-magasinier / vendeuse-magasinière en fournitures automobiles,http://www.onisep.fr/http/redirection/metier/identifiant/100252,Les métiers de l'automobile,Parcours,2018,9782273013840,"Q : Commerce, gestion, finances",N1103,Magasinage et préparation de commandes,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1103
télévendeur / télévendeuse,http://www.onisep.fr/http/redirection/metier/identifiant/100284,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"Q : Commerce, gestion, finances",D1408,Téléconseil et télévente,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1408
éducateur spécialisé / éducatrice spécialisée,http://www.onisep.fr/http/redirection/metier/identifiant/10249,Les métiers auprès des enfants,Parcours,2015,9782273012294,"R : Santé, social, soins personnels",K1207,Intervention socioéducative,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1207
femme / valet de chambre,http://www.onisep.fr/http/redirection/metier/identifiant/10149,Les métiers de l'hôtellerie et de la restauration,Parcours,2018,9782273013895,"S : Hôtellerie, tourisme, loisirs",G1501,Personnel d'étage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1501
chirurgien-dentiste / chirurgienne-dentiste,http://www.onisep.fr/http/redirection/metier/identifiant/10218,Les métiers auprès des enfants,Parcours,2015,9782273012294,"R : Santé, social, soins personnels",J1103,Médecine dentaire,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1103
maître-chien,http://www.onisep.fr/http/redirection/metier/identifiant/100299,Les métiers auprès des animaux,Parcours,2015,9782273012287,"T : Environnement, nettoyage, sécurité",K1705,Sécurité civile et secours,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1705
géomaticien / géomaticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100484,"Les métiers de l'architecture, de l'urbanisme et du paysage",Parcours,2017,9782273013253,"T : Environnement, nettoyage, sécurité",M1808,Information géographique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1808
chef de projet multimédia,http://www.onisep.fr/http/redirection/metier/identifiant/100487,Les métiers du web,Parcours,2015,9782273012270,"U : Communication, médias",M1803,Direction des systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1803
chef / cheffe de projet communication digitale,http://www.onisep.fr/http/redirection/metier/identifiant/100714,Les métiers du Web,Parcours,2015,9782273012270,"U : Communication, médias",E1103,Communication,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1103
chef de cultures légumières,http://www.onisep.fr/http/redirection/metier/identifiant/100309,,Fiches métiers / onisep.fr,,,A : Agriculture,A1414,Horticulture et maraîchage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1414
formateur / formatrice technique en agroéquipement,http://www.onisep.fr/http/redirection/metier/identifiant/100820,Les métiers de l'automobile,Parcours,2018,9782273013840,"W : Droit, enseignement, recherche en sciences humaines",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
brodeur / brodeuse,http://www.onisep.fr/http/redirection/metier/identifiant/100431,Les métiers de la mode et du luxe,Parcours,2014,9782273011860,"L : Textile, habillement, cuir",B1804,Réalisation d'ouvrages d'art en fils,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1804
