NUMERO_UAI,Région,Département,Code_commune_Insee,Libellé Commune,Dénomination établissement,Patromyne établissement,Adresse_établissement,Code_postal,Type_établissement,Rep+,Rep,DISTANCE_QPV le plus proche,QPV,Qualité
9710686U,Guadeloupe,971,97120,POINTE A PITRE,COLLEGE,FRONT DE MER,RUE EUVREMONT GENE,97120,COLLEGE,Non,Oui,0,QP971003,MOYENNE
9710073C,Guadeloupe,971,97120,POINTE A PITRE,COLLEGE,SADI CARNOT,22 RUE BARBES,97120,COLLEGE,Non,Oui,"283,3192",QP971003,BONNE
9711181G,Guadeloupe,971,97129,STE ROSE,COLLEGE,BOIS RADA,ROUTE LA BOUCAN,97129,COLLEGE,Non,Oui,0,QP971016,MOYENNE
9720007A,Martinique,972,97209,FORT DE FRANCE,COLLEGE,AIME CESAIRE DE FORT-DE-FRANCE,11 PLACE ABBE GREGOIRE,97209,COLLEGE,Oui,Non,0,QP972001,BONNE
9720084J,Martinique,972,97209,FORT DE FRANCE,COLLEGE,JACQUELINE JULIUS (GODISSARD),BOULEVARD GODISSARD,97209,COLLEGE,Oui,Non,"236,0908",QP972001,BONNE
9720083H,Martinique,972,97213,LE LAMENTIN,COLLEGE,PETIT MANOIR,CTE SCOLAIRE PETIT MANOIR,97213,COLLEGE,Non,Oui,"297,043",QP972005,BONNE
9720019N,Martinique,972,97222,LE ROBERT,COLLEGE,PAUL SYMPHOR,1 AVENUE PAUL SYMPHOR,97222,COLLEGE,Non,Oui,"81,0381",QP972006,BONNE
9720513A,Martinique,972,97228,STE MARIE,COLLEGE,EMMANUEL SALDES,PLAINE DE L'UNION,97228,COLLEGE,Oui,Non,"74,0631",QP972007,BONNE
9730091L,Guyane,973,97302,CAYENNE,COLLEGE,PAUL KAPEL,CTE EAU LISETTE,97302,COLLEGE,Oui,Non,0,QP973006,MOYENNE
9730247F,Guyane,973,97302,CAYENNE,COLLEGE,JUSTIN CATAYEE,DOMAINE DE MONT-LUCAS,97302,COLLEGE,Oui,Non,0,QP973011,BONNE
9730083C,Guyane,973,97302,CAYENNE,COLLEGE,GERARD HOLDER,ROUTE DE LA ROCADE,97302,COLLEGE,Oui,Non,"2,126",QP973004,MOYENNE
9730020J,Guyane,973,97302,CAYENNE,COLLEGE,AUXENCE CONTOUT,BOULEVARD DE LA REPUBLIQUE,97302,COLLEGE,Oui,Non,"21,6875",QP973013,MOYENNE
9730130D,Guyane,973,97302,CAYENNE,COLLEGE,EUGENE NONNON,22  AV LEOPOLD HEDER,97302,COLLEGE,Oui,Non,"106,3156",QP973005,BONNE
9730125Y,Guyane,973,97304,KOUROU,COLLEGE,HENRI AGARANDE,AVENUE DES ILES,97304,COLLEGE,Oui,Non,"8,3354",QP973014,MOYENNE
9730374U,Guyane,973,97305,MACOURIA TONATE,COLLEGE,ANTOINE SYLVERE FELIX,RUE PAPAYE BICHE,97305,COLLEGE,Oui,Non,0,QP973017,MOYENNE
9730218Z,Guyane,973,97307,MATOURY,COLLEGE,LISE OPHION,QUARTIER BALATA OUEST,97307,COLLEGE,Oui,Non,0,QP973019,MOYENNE
9730307W,Guyane,973,97307,MATOURY,COLLEGE,CONCORDE - MAURICE DUMESNIL,RSIDENCE CONCORDE,97307,COLLEGE,Oui,Non,0,QP973023,BONNE
9730182K,Guyane,973,97307,MATOURY,COLLEGE,LA CANOPEE,CHEMIN MORTHIUM,97307,COLLEGE,Oui,Non,"197,6567",QP973023,MOYENNE
9730248G,Guyane,973,97311,ST LAURENT DU MARONI,COLLEGE,ALBERT LONDRES,CHEMIN DES SABLES BLANCS,97311,COLLEGE,Oui,Non,0,QP973032,BONNE
9730329V,Guyane,973,97311,ST LAURENT DU MARONI,COLLEGE,PAUL JEAN-LOUIS,CHEMIN DES VAMPIRES,97311,COLLEGE,Oui,Non,0,QP973030,MOYENNE
9730348R,Guyane,973,97311,ST LAURENT DU MARONI,COLLEGE,LEODATE VOLMAR,RUE EDGARD MILIEN,97311,COLLEGE,Oui,Non,0,QP973027,MOYENNE
9730394R,Guyane,973,97311,ST LAURENT DU MARONI,COLLEGE,ARSENE BOUYER D'ANGOMA,ROUTE DE SAINT MAURICE,97311,COLLEGE,Oui,Non,0,QP973032,BONNE
9740548C,Réunion,974,97407,LE PORT,COLLEGE,EDMOND ALBIUS,AVENUE RAYMOND MONDON,97407,COLLEGE,Non,Oui,"94,8805",QP974018,BONNE
9741045T,Réunion,974,97407,LE PORT,COLLEGE,TITAN,15 BOULEVARD DE TOULOUSE,97407,COLLEGE,Oui,Non,"104,6769",QP974018,BONNE
9740812P,Réunion,974,97407,LE PORT,COLLEGE,L'OASIS,5 AVENUE LENINE,97407,COLLEGE,Oui,Non,"152,4345",QP974018,MOYENNE
9741261C,Réunion,974,97409,ST ANDRE,COLLEGE,TERRAIN FAYARD,1395 CHEMIN DU CENTRE,97409,COLLEGE,Non,Oui,0,QP974022,MOYENNE
9740599H,Réunion,974,97409,ST ANDRE,COLLEGE,JOSEPH BEDIER,105 RUE JOSEPH BEDIER,97409,COLLEGE,Non,Oui,"42,5855",QP974021,BONNE
9740703W,Réunion,974,97409,ST ANDRE,COLLEGE,CAMBUSTON,380 RUE BOIS ROUGE,97409,COLLEGE,Oui,Non,"61,9164",QP974023,MOYENNE
9741386N,Réunion,974,97409,ST ANDRE,COLLEGE,CHEMIN MORIN,300 CHEMIN MORIN,97409,COLLEGE,Non,Oui,"220,6852",QP974021,MOYENNE
9740598G,Réunion,974,97409,ST ANDRE,COLLEGE,MILLE ROCHES,94 RUE ALBANY,97409,COLLEGE,Oui,Non,"278,9729",QP974021,BONNE
9740065C,Réunion,974,97410,ST BENOIT,COLLEGE,DU BASSIN BLEU,17 CHEMIN MORANGE STE ANNE,97410,COLLEGE,Non,Oui,0,QP974024,BONNE
9740083X,Réunion,974,97410,ST BENOIT,COLLEGE,AMIRAL PIERRE BOUVET,50 RUE AUGUSTE DE VILLELE,97410,COLLEGE,Oui,Non,"10,2719",QP974025,MOYENNE
9741366S,Réunion,974,97410,ST BENOIT,COLLEGE,GUY  MOQUET,55 RUE DES POINSETTIAS,97410,COLLEGE,Oui,Non,"47,6626",QP974025,BONNE
9740572D,Réunion,974,97411,ST DENIS,COLLEGE,LES DEUX CANONS,40 AVENUE DE LATTRE DE TASSIGNY,97411,COLLEGE,Oui,Non,0,QP974032,MOYENNE
9741208V,Réunion,974,97411,ST DENIS,COLLEGE,DU CHAUDRON,1 RUE BRIDET,97411,COLLEGE,Oui,Non,0,QP974032,MOYENNE
9740618D,Réunion,974,97411,ST DENIS,COLLEGE,LES ALIZES,70 AVENUE JOSEPH BEDIER,97411,COLLEGE,Non,Oui,0,QP974032,BONNE
9740577J,Réunion,974,97412,ST JOSEPH,COLLEGE,JOSEPH HUBERT,67 RUE HIPPOLYTEFOUCQUE,97412,COLLEGE,Non,Oui,0,QP974007,BONNE
9740091F,Réunion,974,97414,ST LOUIS,COLLEGE,LECONTE DE LISLE,25 RUE LECONTE DE LISLE,97414,COLLEGE,Non,Oui,"68,784",QP974004,BONNE
9741189Z,Réunion,974,97414,ST LOUIS,COLLEGE,JEAN LAFOSSE,86 RUE DE PARIS,97414,COLLEGE,Oui,Non,"88,6871",QP974001,BONNE
9740596E,Réunion,974,97415,ST PAUL,COLLEGE,ANTOINE SOUBOU,329 RUE SAINT LOUIS,97415,COLLEGE,Non,Oui,0,QP974042,BONNE
9741190A,Réunion,974,97415,ST PAUL,COLLEGE,DE PLATEAU CAILLOU,3 AVENUE BLANCHE PIERSON,97415,COLLEGE,Non,Oui,"3,8212",QP974037,MOYENNE
9740811N,Réunion,974,97416,ST PIERRE,COLLEGE,TERRE SAINTE,2 RUE THERESIEN CADET,97416,COLLEGE,Oui,Non,0,QP974013,BONNE
9741049X,Réunion,974,97416,ST PIERRE,COLLEGE,HENRI MATISSE,CHEMIN CHANE PANE,97416,COLLEGE,Oui,Non,0,QP974009,MOYENNE
9740574F,Réunion,974,97416,ST PIERRE,COLLEGE,PAUL HERMANN,180 RUE MARIUS ET ARY LEBLOND,97416,COLLEGE,Oui,Non,"62,9894",QP974011,MOYENNE
9740027L,Réunion,974,97416,ST PIERRE,COLLEGE,RAVINE DES CABRIS,98 CHEMIN STE CELINE,97416,COLLEGE,Non,Oui,"244,382",QP974010,BONNE
9740094J,Réunion,974,97420,STE SUZANNE,COLLEGE,HIPPOLYTE FOUCQUE,AVENUE PIERRE MENDES FRANCE,97420,COLLEGE,Non,Oui,0,QP974043,MOYENNE
0061240R,Provence-Alpes-Côte d'Azur,06,6069,Grasse,COLLEGE,CARNOT,6 boulevard Carnot,6130,COLLEGE,Non,Non,0,QP006005,Parfaite
0110010B,Occitanie,11,11069,Carcassonne,COLLEGE,ANDRE CHENIER,75 rue de Verdun,11003,COLLEGE,Non,Non,0,QP011004,Parfaite
0110025T,Occitanie,11,11262,Narbonne,COLLEGE,CITE,Place THERESE LEON BLUM,11100,COLLEGE,Non,Non,0,QP011008,Parfaite
0110665N,Occitanie,11,11069,Carcassonne,COLLEGE,VARSOVIE,16 boulevard DE VARSOVIE,11000,COLLEGE,Non,Non,0,QP011004,Parfaite
0110666P,Occitanie,11,11069,Carcassonne,COLLEGE,LE BASTION,24  BOULEVARD DE VARSOVIE,11000,COLLEGE,Non,Non,0,QP011004,Parfaite
0131931D,Provence-Alpes-Côte d'Azur,13,13201,Marseille  1er Arrondissement,COLLEGE,THIERS,5 place du Lycée,13232,COLLEGE,Non,Non,0,QP013032,Correcte
0132326H,Provence-Alpes-Côte d'Azur,13,13063,Miramas,COLLEGE,ALBERT CAMUS,BOULEVARD GUY DE MAUPASSANT,13140,COLLEGE,Non,Non,0,QP013062,Parfaite
0161075G,Nouvelle Aquitaine,16,16015,Angoulême,COLLEGE,PIERRE BODET,11 boulevard Jean Moulin,16000,COLLEGE,Non,Non,0,QP016002,Parfaite
0210024M,Bourgogne-Franche-Comté,21,21231,Dijon,COLLEGE,CHAMPOLLION,15 rue CASTELNAU,21000,COLLEGE,Non,Non,0,QP021004,Parfaite
0240047W,Nouvelle Aquitaine,24,24138,Coulounieix-Chamiers,COLLEGE,JEAN MOULIN,Boulevard Jean Moulin,24660,COLLEGE,Non,Non,0,QP024004,MANUEL
0240052B,Nouvelle Aquitaine,24,24322,Périgueux,COLLEGE,ANNE FRANK,Rue JEAN BART,24000,COLLEGE,Non,Non,0,QP024005,MANUEL
0280753S,Centre-Val de Loire,28,28404,Vernouillet,COLLEGE,NICOLAS ROBERT,3 rue Charles Péguy,28500,COLLEGE,Non,Non,0,QP028001,Parfaite
0311851U,Occitanie,31,31483,Saint-Gaudens,COLLEGE,LECLERC,4 avenue du Général Leclerc,31806,COLLEGE,Non,Non,0,QP031003,Parfaite
0330163Y,Nouvelle Aquitaine,33,33402,Sainte-Foy-la-Grande,COLLEGE,ELIE FAURE,Port STE FOY,33220,COLLEGE,Non,Oui,0,QP033004,MANUEL
0350969N,Bretagne,35,35236,Redon,COLLEGE,BELLEVUE,2 rue DE BELLEVUE,35602,COLLEGE,Non,Non,0,QP035007,Parfaite
0400103V,Nouvelle Aquitaine,40,40281,Saint-Pierre-du-Mont,COLLEGE,LUBET BARBON,30 rue DE LA PROVENCE,40280,COLLEGE,Non,Non,0,QP040005,MANUEL
0421086C,Auvergne-Rhône-Alpes,42,42103,La Grand-Croix,COLLEGE,CHARLES EXBRAYAT,41 rue DORLAY,42320,COLLEGE,Non,Non,0,QP042005,Parfaite
0440314C,Pays de la Loire,44,44184,Saint-Nazaire,COLLEGE,JEAN MOULIN,32 rue DU PLESSIS,44600,COLLEGE,Non,Non,0,QP044003,Parfaite
0460528Z,Occitanie,46,46042,Cahors,COLLEGE,OLIVIER DE MAGNY,RUE GEORGE SAND,46005,COLLEGE,Non,Non,0,QP046001,Correcte
0490921K,Pays de la Loire,49,49007,Angers,COLLEGE,FRANCOIS RABELAIS,1 rue PIERRE MELGRANI,49000,COLLEGE,Non,Non,0,QP049001,Parfaite
0560071Y,Bretagne,56,56121,Lorient,COLLEGE,JEAN LE COUTALLER,Rue du Bois du Château,56312,COLLEGE,Non,Oui,0,QP056006,Correcte
0560214D,Bretagne,56,56083,Hennebont,COLLEGE,PAUL LANGEVIN,40 rue Emile Zola,56704,COLLEGE,Non,Non,0,QP056002,Parfaite
0560215E,Bretagne,56,56098,Lanester,COLLEGE,JEAN LURCAT,30 rue LARNICOL,56601,COLLEGE,Non,Non,0,QP056003,Parfaite
0572488V,Grand Est,57,57606,Saint-Avold,COLLEGE,LA CARRIERE,Rue DE LA CARRIERE,57501,COLLEGE,Non,Non,0,QP057015,Parfaite
0590068D,Hauts de France,59,59178,Douai,COLLEGE,JULES FERRY,745  RUE DU FAUBOURG DE BETHUNE,59508,COLLEGE,Non,Non,0,QP059008,Parfaite
0594409X,Hauts de France,59,59207,Escautpont,COLLEGE,JEAN ZAY,2 rue des Aulnes,59278,COLLEGE,Non,Oui,0,QP059056,Parfaite
0600032J,Hauts de France,60,60360,Liancourt,COLLEGE,LA ROCHEFOUCAULD,Avenue du Général de Gaulle,60140,COLLEGE,Non,Non,0,QP060015,Parfaite
0622863A,Hauts de France,62,62004,Achicourt,COLLEGE,ADAM DE LA HALLE,RUE DE ROUBAIX,62217,COLLEGE,Non,Non,0,QP062060,Parfaite
0720068H,Pays de la Loire,72,72181,Le Mans,COLLEGE,LEON TOLSTOI,1 avenue DE MADRID,72000,COLLEGE,Non,Non,0,QP072003,Parfaite
0720799C,Pays de la Loire,72,72181,Le Mans,COLLEGE,JEAN DE L'EPINE,9 avenue DE MARSEILLE,72000,COLLEGE,Non,Non,0,QP072006,Parfaite
0721607F,Pays de la Loire,72,72181,Le Mans,COLLEGE,ANNE FRANK,10 allée DU VAL D'HUISNE,72100,COLLEGE,Non,Non,0,QP072005,Parfaite
0771567K,Île-de-France,77,77305,Montereau-Fault-Yonne,COLLEGE,PAUL ELUARD,4 rue Henri Barbusse,77130,COLLEGE,Non,Oui,0,QP077014,MANUEL
0810061B,Occitanie,81,81065,Castres,COLLEGE,JEAN MONNET,24 avenue DU SIDOBRE,81100,COLLEGE,Non,Non,0,QP081004,Parfaite
0810960D,Occitanie,81,81065,Castres,COLLEGE,JEAN JAURES,18 boulevard GEORGES CLEMENCEAU,81100,COLLEGE,Non,Non,0,QP081005,Parfaite
0840698C,Provence-Alpes-Côte d'Azur,84,84080,Monteux,COLLEGE,ALPHONSE SILVE,258 avenue EDOUARD GRANGIER,84207,COLLEGE,Non,Non,0,QP084016,Correcte
0930043S,Île-de-France,93,93077,Villemomble,COLLEGE,JEAN DE BEAUMONT,Rue du 8 Mai 1945,93250,COLLEGE,Non,Non,0,QP093013,Parfaite
0931376R,Île-de-France,93,93030,Dugny,COLLEGE,JEAN-BAPTISTE CLEMENT,5 rue CHARDAVOINE,93440,COLLEGE,Non,Non,0,QP093007,Correcte
0940791Z,Île-de-France,94,94078,Villeneuve-Saint-Georges,COLLEGE,PIERRE BROSSOLETTE,38 avenue DU PRESIDENT KENNEDY,94190,COLLEGE,Non,Oui,0,QP094037,MANUEL
0950722U,Île-de-France,95,95582,Sannois,COLLEGE,JEAN MOULIN,84 rue DU POIRIER BARON,95110,COLLEGE,Non,Non,0,QP095027,Parfaite
0951050A,Île-de-France,95,95280,Goussainville,COLLEGE,PIERRE CURIE,166 boulevard P V COUTURIER,95190,COLLEGE,Non,Non,0,QP095030,Parfaite
0170063B,Nouvelle Aquitaine,17,17415,Saintes,COLLEGE,EDGAR QUINET,2 cours DE L EUROPE,17107,COLLEGE,Non,Non,"2,228312342",QP017003,Correcte
0950739M,Île-de-France,95,95219,Ermont,COLLEGE,ANTOINE DE SAINT EXUPERY,25 rue DU SYNDICAT,95120,COLLEGE,Non,Non,"3,726353928",QP095039,Parfaite
0780720J,Île-de-France,78,78383,Maurepas,COLLEGE,ALEXANDRE DUMAS,Avenue de la Villedieu,78310,COLLEGE,Non,Non,"3,87999526",QP078018,Parfaite
0340025T,Occitanie,34,34108,Frontignan,COLLEGE,LES DEUX PINS,6  RUE MAURICE CLAVEL,34110,COLLEGE,Non,Non,"4,096562259",QP034016,Parfaite
0570069R,Grand Est,57,57463,Metz,COLLEGE,JULES LAGNEAU,3 rue SAINT VINCENT DE PAUL,57070,COLLEGE,Non,Non,"4,296201212",QP057018,Parfaite
0501525L,Normandie,50,50516,Saint-Martin-des-Champs,COLLEGE,LA CHAUSSONNIERE,36 rue Jean de Vittel,50300,COLLEGE,Non,Non,"4,496565899",QP050001,Parfaite
0501206P,Normandie,50,50147,Coutances,COLLEGE,JACQUES PREVERT,20 avenue Jean-François Millet,50207,COLLEGE,Non,Non,"4,547597574",QP050004,Parfaite
0930586G,Île-de-France,93,93064,Rosny-sous-Bois,COLLEGE,ALBERT CAMUS,22 rue JEAN ALLEMANE,93110,COLLEGE,Non,Non,"4,721758628",QP093017,Parfaite
0301211D,Occitanie,30,30028,Bagnols-sur-Cèze,COLLEGE,LE BOSQUET,AVENUE DE LA MAYRE,30205,COLLEGE,Non,Non,"7,250620329",QP030010,Correcte
0060085K,Provence-Alpes-Côte d'Azur,06,6088,Nice,COLLEGE,INTERNATIONAL JOSEPH VERNIER,33  RUE VERNIER,6000,COLLEGE,Non,Non,"8,45209041",QP006012,Parfaite
0132496T,Provence-Alpes-Côte d'Azur,13,13056,Martigues,COLLEGE,HONORE DAUMIER,ALLéE ROMAIN ROLLAND,13500,COLLEGE,Non,Non,"10,19264159",QP013021,Parfaite
0330146E,Nouvelle Aquitaine,33,33281,Mérignac,COLLEGE,JULES FERRY,1 rue JOLIOT CURIE,33706,COLLEGE,Non,Non,"14,01167923",QP033002,MANUEL
0941783C,Île-de-France,94,94044,Limeil-Brévannes,COLLEGE,DANIEL FERY,2 rue CHARLES BAUDELAIRE,94456,COLLEGE,Non,Non,"17,08866541",QP094003,Correcte
0121213D,Occitanie,12,12300,Villefranche-de-Rouergue,COLLEGE,CARCO PLUS ANNEXE LA FOUILLADE,ZAC DU TRICOT,12201,COLLEGE,Non,Non,"17,8226816",QP012002,Moyenne
0590155Y,Hauts de France,59,59410,Mons-en-Baroeul,COLLEGE,DESCARTES,2 rue Lavoisier,59370,COLLEGE,Non,Non,"21,57139761",QP059080,Parfaite
0595175E,Hauts de France,59,59122,Cambrai,COLLEGE,FENELON,PLACE FENELON,59407,COLLEGE,Non,Non,"21,80545463",QP059046,Parfaite
0911444A,Île-de-France,91,91228,Evry-Courcouronnes,COLLEGE,MONTESQUIEU,Avenue de la Liberté,91000,COLLEGE,Non,Non,"24,61412516",QP091019,Parfaite
0590046E,Hauts de France,59,59139,Caudry,COLLEGE,JEAN MONNET,2 avenue Jean Moulin,59544,COLLEGE,Non,Non,"32,38007016",QP059042,Correcte
0601471Y,Hauts de France,60,60157,Clermont,COLLEGE,JEAN FERNEL,47 avenue Gambetta,60607,COLLEGE,Non,Non,"34,22593296",QP060014,Correcte
0270022C,Normandie,27,27229,Evreux,COLLEGE,NAVARRE,6 rue DES QUINCONCES,27025,COLLEGE,Non,Non,"34,67464266",QP027005,Correcte
0080046G,Grand Est,08,8409,Sedan,COLLEGE,ELISABETH DE NASSAU,Place NASSAU,8200,COLLEGE,Non,Non,"34,77643758",QP008007,Parfaite
0300036B,Occitanie,30,30227,Saint-Ambroix,COLLEGE,ARMAND COUSSENS,Place des Ecoles,30500,COLLEGE,Non,Non,"35,3747467",QP030014,Parfaite
7200624R,Corse,20,2B033,Bastia,COLLEGE,SIMON VINCIGUERRA,2 boulevard PAOLI,20200,COLLEGE,Non,Non,"36,84692098",QP02B002,Parfaite
0541565H,Grand Est,54,54528,Toul,COLLEGE,CROIX DE METZ,Rue Louis Majorelle,54200,COLLEGE,Non,Oui,"37,85180884",QP054011,Correcte
0700787A,Bourgogne-Franche-Comté,70,70285,Héricourt,COLLEGE,PIERRE ET MARIE CURIE,Rue Pierre et Marie Curie,70400,COLLEGE,Non,Non,"38,68729147",QP070004,Parfaite
0080954U,Grand Est,08,8105,Charleville-Mézières,COLLEGE,BAYARD,7 rue SAINT LOUIS,8000,COLLEGE,Non,Non,"38,98774445",QP008004,Parfaite
0771656G,Île-de-France,77,77468,Torcy,COLLEGE,L'ARCHE GUEDON,4 passage DE L'ARCHE GUEDON,77200,COLLEGE,Non,Non,"41,55336912",QP077006,Parfaite
0922595W,Île-de-France,92,92024,Clichy,COLLEGE,VINCENT VAN GOGH,19 rue GUSTAVE EIFFEL,92110,COLLEGE,Non,Non,"41,93325125",QP092001,Parfaite
0595170Z,Hauts de France,59,59295,Hazebrouck,COLLEGE,DES FLANDRES,2 avenue DES FLANDRES,59522,COLLEGE,Non,Non,"43,62546197",QP059041,Parfaite
0623014P,Hauts de France,62,62764,Saint-Nicolas,COLLEGE,PAUL VERLAINE,Rue DES GEMEAUX,62223,COLLEGE,Non,Non,"44,53107654",QP062064,Parfaite
0881097P,Grand Est,88,88209,Golbey,COLLEGE,LOUIS ARMAND,4 rue LOUIS ARMAND,88194,COLLEGE,Non,Non,"47,45399715",QP088003,Correcte
0021535H,Hauts de France,02,2722,Soissons,COLLEGE,LAMARTINE,Avenue DU DOCTEUR MARCHAND,2208,COLLEGE,Non,Non,"48,14460074",QP002012,Correcte
0622871J,Hauts de France,62,62457,Houdain,COLLEGE,JACQUES PREVERT,1 rue LOUIS ARAGON,62150,COLLEGE,Non,Non,"48,3452039",QP062017,Parfaite
0593246H,Hauts de France,59,59017,Armentières,COLLEGE,DESROUSSEAUX,2 place DU 19 MARS 1962,59280,COLLEGE,Non,Non,"49,61222368",QP059069,Parfaite
0672194W,Grand Est,67,67218,Illkirch-Graffenstaden,COLLEGE,NELSON MANDELA,2 A rue DES ROSEAUX,67403,COLLEGE,Non,Non,"50,07291994",QP067006,Parfaite
0830955M,Provence-Alpes-Côte d'Azur,83,83137,Toulon,COLLEGE,GEORGE SAND,RUE FAIDHERBE PONT DU LAS,83200,COLLEGE,Non,Non,"50,62326914",QP083013,Parfaite
0010975E,Auvergne-Rhône-Alpes,01,1354,Saint-Genis-Pouilly,COLLEGE,JACQUES PREVERT,2 bis rue JEAN CHARNOZ,1630,COLLEGE,Non,Non,"50,70007789",QP001003,Parfaite
0110021N,Occitanie,11,11262,Narbonne,COLLEGE,VICTOR HUGO,5 boulevard MARCEL SEMBAT,11100,COLLEGE,Non,Non,"51,13402012",QP011008,Parfaite
0311319R,Occitanie,31,31395,Muret,COLLEGE,LOUISA PAULIN,RUE DU COMMANDANT MONTALEGRE,31605,COLLEGE,Non,Non,"51,66060666",QP031001,Parfaite
0601296H,Hauts de France,60,60509,Pont-Sainte-Maxence,COLLEGE,LUCIE ET RAYMOND AUBRAC,13 rue Salvador Allende,60721,COLLEGE,Non,Non,"52,20421758",QP060012,Parfaite
0671909L,Grand Est,67,67482,Strasbourg,COLLEGE,INTERNATIONAL VAUBAN,70 boulevard D'ANVERS,67000,COLLEGE,Non,Non,"52,3263637",QP067018,Parfaite
0131888G,Provence-Alpes-Côte d'Azur,13,13047,Istres,COLLEGE,ALAIN SAVARY,AVENUE DE RADOLFZELL,13800,COLLEGE,Non,Non,"52,48952372",QP013061,Parfaite
0670004R,Grand Est,67,67043,Bischheim,COLLEGE,LE RIED,4 rue DU GUIRBADEN,67800,COLLEGE,Non,Non,"52,52133085",QP067005,Parfaite
0130139F,Provence-Alpes-Côte d'Azur,13,13209,Marseille  9e  Arrondissement,COLLEGE,COIN JOLI SEVIGNE,2 rue AVIATEUR LEBRIX,13009,COLLEGE,Non,Non,"52,82254418",QP013033,Correcte
0511085C,Grand Est,51,51454,Reims,COLLEGE,ROBERT SCHUMAN,1 rue BERTRAND DE MUN,51100,COLLEGE,Non,Non,"53,13420398",QP051006,Parfaite
0340016H,Occitanie,34,34032,Béziers,COLLEGE,LA DULLAGUE,21 avenue MARTYRS DE LA RESISTANCE,34500,COLLEGE,Non,Non,"53,61413405",QP034002,Correcte
0121273U,Occitanie,12,12176,Onet-le-Château,COLLEGE,LES QUATRE SAISONS,1 avenue DES GLYCINES,12850,COLLEGE,Non,Non,"53,69497024",QP012001,Parfaite
0932038K,Île-de-France,93,93078,Villepinte,COLLEGE,FRANCOISE DOLTO,4 rue GUY MOUSSET,93420,COLLEGE,Non,Non,"53,78491126",QP093052,Parfaite
0931192R,Île-de-France,93,93078,Villepinte,COLLEGE,LES MOUSSEAUX,239 boulevard ROBERT BALLANGER,93420,COLLEGE,Non,Non,"54,31667965",QP093052,Parfaite
0762461M,Normandie,76,76319,Grand-Couronne,COLLEGE,JEAN RENOIR,Rue Jean Renoir,76530,COLLEGE,Non,Non,"55,97742419",QP076016,Parfaite
0310083X,Occitanie,31,31483,Saint-Gaudens,COLLEGE,DIDIER DAURAT,Boulevard des Pyrénées,31806,COLLEGE,Non,Non,"57,27253381",QP031003,Parfaite
0950945L,Île-de-France,95,95607,Taverny,COLLEGE,LE CARRE STE HONORINE,Rue des Ecoles,95150,COLLEGE,Non,Non,"57,32323711",QP095028,Parfaite
0941101L,Île-de-France,94,94016,Cachan,COLLEGE,VICTOR HUGO,78 avenue DU PRESIDENT WILSON,94230,COLLEGE,Non,Non,"57,45224399",QP094042,Parfaite
0300006U,Occitanie,30,30010,Anduze,COLLEGE,FLORIAN,PLACE DU FOIRAIL,30140,COLLEGE,Non,Non,"57,75622366",QP030002,Parfaite
0371158H,Centre-Val de Loire,37,37261,Tours,COLLEGE,LA BRUYERE,3 avenue de Roubaix,37100,COLLEGE,Non,Non,"58,07965351",QP037008,Parfaite
0131881Z,Provence-Alpes-Côte d'Azur,13,13027,Châteaurenard,COLLEGE,SIMONE VEIL,210 avenue Pierre de Coubertin,13833,COLLEGE,Non,Non,"58,22740212",QP013006,Parfaite
0301721H,Occitanie,30,30334,Uzès,COLLEGE,JEAN-LOUIS TRINTIGNANT,Route DE SAINT AMBROIX,30700,COLLEGE,Non,Non,"60,22045011",QP030018,Parfaite
0572166V,Grand Est,57,57463,Metz,COLLEGE,PAUL VALERY,5 rue PAUL VALERY,57073,COLLEGE,Non,Non,"60,35459988",QP057020,Parfaite
0421487N,Auvergne-Rhône-Alpes,42,42005,Andrézieux-Bouthéon,COLLEGE,JACQUES PREVERT,23 rue RACINE,42162,COLLEGE,Non,Non,"62,01526459",QP042002,Correcte
0211523S,Bourgogne-Franche-Comté,21,21617,Talant,COLLEGE,BORIS VIAN,11  RUE PABLO PICASSO,21240,COLLEGE,Non,Non,"62,33971989",QP021006,Parfaite
0951909J,Île-de-France,95,95427,Montmagny,COLLEGE,MAURICE UTRILLO,8 rue Jules Ferry,95360,COLLEGE,Non,Non,"64,34034192",QP093049,Parfaite
0594644C,Hauts de France,59,59544,Saint-Saulve,COLLEGE,LAVOISIER,38 rue Jules Mousseron,59880,COLLEGE,Non,Non,"65,10343507",QP059029,Parfaite
0572355A,Grand Est,57,57672,Thionville,COLLEGE,LA MILLIAIRE,10 boucle DE LA MILLIAIRE,57100,COLLEGE,Non,Non,"65,74153388",QP057008,Parfaite
0090056M,Occitanie,09,9225,Pamiers,COLLEGE,JOSEPH-PAUL RAMBAUD,Place de Verdun,9101,COLLEGE,Non,Non,"65,80879705",QP009003,Parfaite
0340051W,Occitanie,34,34172,Montpellier,COLLEGE,FONTCARRADE,653 rue DE FONT CARRADE,34070,COLLEGE,Non,Non,"66,17249186",QP034009,Parfaite
0160884Z,Nouvelle Aquitaine,16,16015,Angoulême,COLLEGE,MARGUERITE DE VALOIS,18 rue MARGUERITE D ANGOULEME,16000,COLLEGE,Non,Non,"66,42541578",QP016003,Parfaite
0251127P,Bourgogne-Franche-Comté,25,25056,Besançon,COLLEGE,VOLTAIRE,9 rue de Savoie,25052,COLLEGE,Non,Non,"67,18937199",QP025004,Parfaite
